1493015451 0 -2808 -2808 16393 2057 521 24585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1280 -25599 -26879 -26111 -25229 12406 24691 32371 0 0 0 -32743 0 25 0 
1493015493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1493015553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -25229 21878 -31373 -22925 0 0 0 -32743 0 16409 0 
1493015618 0 6921 6921 24585 11785 8457 -31479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2048 0 0 0 -14477 31606 -21645 -12685 0 0 0 26 1792 24601 0 
1493015683 0 9993 9993 29193 16393 11785 -26615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1536 -21759 -23039 -22015 -3981 31606 -21645 -12685 0 0 0 26 0 -24551 0 
1493015749 0 16393 16393 -31479 21257 18185 -21751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1792 -21503 -22527 -21759 -3981 -24458 -12173 -2445 0 0 0 -32742 0 -16359 0 
1493015814 0 16393 18185 -29943 22793 19721 -20215 0 30209 30721 32257 0 31489 32001 -32511 0 30465 30721 31489 0 32513 31745 -31743 1792 -20735 -22015 -20991 -3981 -24458 -12173 -2445 0 0 0 -32742 0 16410 0 
1493015880 2 27657 24585 -21751 -4343 24585 -12279 -256 32257 32513 -31743 -256 -32255 -31487 -30975 -256 32257 -32767 -32255 -256 -30975 -31743 -30207 2304 -19455 -20735 -19711 6516 -14986 -2701 8052 -30652 25 25 27 0 26 0 
1493015940 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17012 -14986 -2701 8052 -30652 25 25 27 0 24602 0 
1493016000 2 0 0 0 0 0 0 -256 -32511 -31999 -30463 -256 -30975 -30719 -29439 -256 -31999 -31999 -30975 -256 0 0 0 2560 -18175 -19199 -18431 17012 -5514 -2701 18292 -30652 25 25 27 0 24602 0 
1493016060 2 0 0 0 0 0 0 -256 -32255 -31743 -29951 -256 -30463 -30207 -28927 -256 -31743 -31487 -30463 -256 -29439 -30207 -27903 2304 -17407 -18687 -17663 17012 -5514 6772 18292 -30652 25 25 27 0 -16358 0 
1478193415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1478193475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14477 1653 24691 -22925 0 0 0 -32745 0 8215 0 
1493022113 0 -1016 -2808 16393 3593 521 21257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 512 -30975 -31487 -30975 -14477 20853 24691 -22925 0 0 0 24 0 24599 0 
1493022178 1 6921 3593 22793 -25079 2057 30985 -256 0 0 0 -256 0 0 0 -256 0 0 0 -256 0 0 0 768 -29183 -30207 -29439 -14477 30325 -31373 -12685 -21187 24 24 -32744 0 -8169 0 
1493022238 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14477 30325 -31373 -12685 -21187 24 24 -32744 0 8216 0 
1493022300 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1024 -27647 -28159 -27903 -14477 -25739 -31373 -12685 -21187 24 24 25 0 24600 0 
1493022360 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1024 -26879 -27647 -26879 -14477 -25739 -21645 -12685 -21187 24 24 25 0 -24552 0 
1493022420 1 0 0 0 0 0 0 -256 0 0 0 -256 29441 30209 30721 -256 28929 29185 29953 -256 32001 31745 -31999 1792 -25855 -26367 -25855 -3981 -25739 -21645 -2445 -21187 24 24 -32743 0 -8168 0 
1493022480 1 0 0 0 0 0 0 -256 30209 30721 32513 -256 29953 30721 31489 -256 29697 29953 30721 -256 -32767 32257 -31231 1792 -24575 -25343 -24575 -3981 -16267 -21645 -2445 -21187 24 24 -32743 0 16409 0 
1493022540 1 0 0 0 0 0 0 -256 30209 30721 32513 -256 30209 30977 31489 -256 29697 29953 30721 -256 -32511 32513 -30975 1280 -24575 -25343 -24575 -3981 -16267 -21645 -2445 -21187 24 24 26 0 24601 0 
1478193414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
